"video_id","trending_date","title","channel_title","category_id","category","viewcount","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","video_error_or_removed","descript","country","publish_timestamp","population"
"cIrOmQWjVGE","2017-12-13","Ксения Собчак. Время покажет. Выпуск от 11.12.2017","Новости на Первом Канале",25,"News & Politics",183851,2265,3352,0,"https://i.ytimg.com/vi/cIrOmQWjVGE/default.jpg",True,False,False,"Ксения Собчак объявила о своем намерении баллотироваться на пост президента России.\n\nВ студии программы «Время покажет» Ксения Собчак рассказывает, что она думает о выборах в России, озвучивает свою позицию о присоединении Крыма и оценивает собственные шансы на победу в борьбе за пост главы государства.\n\nПодписывайтесь на официальный канал «Новости на Первом Канале» на YouTube, будьте в курсе всех новостей и не пропустите новые выпуски.\nhttps://www.youtube.com/channel/UCKonxxVHzDl55V7a9n_Nlgg?sub_confirmation=1","RU","2017-12-11 14:08:11","russian"
"biG1AEPAGgs","2017-12-06","Kisabac Lusamutner eter 05.12.17 Noric Korcnelov","KisabacLusamutner",29,"Nonprofits & Activism",26893,111,30,0,"https://i.ytimg.com/vi/biG1AEPAGgs/default.jpg",True,False,False,"ՆՈՐԻՑ ԿՈՐՑՆԵԼՈՎ - Մարինեն  ամուսնացավ Արթուրի հետ ու մեկնեց Վրաստան։ Ամուսնությունն  Արթուրի հետ  տևեց չորս տարի։ Այն հերթական անհաջողն էր։.Մարինեն փախուստի դիմեց ամուսնու տանից, սակայն 2 զավակներին իր հետ բերել այդպես էլ չկարողացավ։ Երկու ամուսնությունների, փախուստի ու  երեխաներից բաժանվելու պատճառների մասին՝ երկրի թիվ մեկ թոք շոուի տաղավարում:\nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈ1ՈՒ\nերկուշաբթի-ուրբաթ ATV-ի եթերում!!","RU","2017-12-05 17:23:23","armenian"
"BBGKaWcfIvE","2017-12-07","Kisabac Lusamutner eter 06.12.17 Hayrakan Partqe","KisabacLusamutner",29,"Nonprofits & Activism",30960,127,52,0,"https://i.ytimg.com/vi/BBGKaWcfIvE/default.jpg",True,False,False,"ՀԱՅՐԱԿԱՆ ՊԱՐՏՔԸ - Սվետլանա Կարապետյանը  արդեն մի քանի օր է 14-ամյա աղջկա  Մարինեի հետ հայտնվել է փողոցում: Երկարատև  բակցություններից հետո  Սերգեյ Կարապետյանը դստեր  թոռնուհու առաջ փակեց տան դռները։ Նա որոշել է. տունը նվիրել իր արդեն թվով  երրորդ կնոջը, ով առհասարակ Հայստանում չի ապրում` ազգությամբ կորեացի է և բնակվում է ՌԴ-ում:\nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈ1ՈՒ\nերկուշաբթի-ուրբաթ ATV-ի եթերում!!","RU","2017-12-06 17:31:46","armenian"
"7UVAMGEEm2A","2017-12-13","Технологии для Победы - Беседа 12 с Валентиной Когут","Валентина Когут",22,"People & Blogs",15729,1186,42,0,"https://i.ytimg.com/vi/7UVAMGEEm2A/default.jpg",True,False,False,"Технологии для Победы - беседа 12 с Валентиной Когут\n(Оружие Богов)\n\nсайт: www.rangila.ru\nВКонтакте: http://vk.com/id153976899\nОдноклассники: https://ok.ru/profile/86761100204\nФейсбук: https://www.facebook.com/valentina.kogut\nПочта: vakogut@yandex.ru","RU","2017-12-12 10:24:27","russian"
"5adBA9zivqg","2017-12-21","Ахбори Тоҷикистон ва ҷаҳон (20.12.2017)اخبار تاجیکستان .(HD)","Ozodivideo",25,"News & Politics",84247,529,133,0,"https://i.ytimg.com/vi/5adBA9zivqg/default.jpg",True,False,False,"Боздошти муттаҳамон ба терроризм аз ҷумла як тоҷик дар Русия, ба ҷанг табдил шудани як маҳфил дар театри Панҷакент, азобу шиканҷаи Рӯъё дар муддати се сол, таҳдиди нави ошӯбгарони ҳусӣ ба Саудӣ, мусобиқаи киберспорт дар Душанбе дар ахбори имрӯз аз Радиои Озодӣ","RU","2017-12-20 12:53:07","other"
"j_Uc2RvTOBk","2017-12-14","Ахбори Тоҷикистон ва ҷаҳон (13.12.2017)اخبار تاجیکستان .(HD)","Ozodivideo",25,"News & Politics",97325,722,193,0,"https://i.ytimg.com/vi/j_Uc2RvTOBk/default.jpg",True,False,False,"Каромат Шарипов аз Маскав ба Кӯлоб интиқол дода шуд, раиси ФСБ мегӯяд, даҳшатафканон баъди шикасти гурӯҳи давлати исломӣ мехоҳанд дар Русия ҳамлаҳои террористӣ раҳандозӣ кунанд, додгоҳи Тоҷикистон як фаронсавиро барои панҷ соли равонаи зиндон кард.","RU","2017-12-13 12:43:14","other"
"d8nLGov3RxE","2017-12-13","Медитация Новая энергетическая подпись","Ключи Мастерства",26,"Howto & Style",10005,0,0,0,"https://i.ytimg.com/vi/d8nLGov3RxE/default.jpg",True,True,False,"Финальный портал уходящего 2017 года… Прессинг энергии продолжается уже третий месяц.\n\nВ теле накапливается усталость, обыденность заедает… бесконечные окончания/завершения, отсутствие понимания, куда двигаться и что ждет впереди… мощные очаги дистабилизации извне (и даже со стороны близких)… бесчисленные вопросы: почему, зачем, как и т.д. Это то, как воспринимает происходящее человеческий ум!\n\nЧтобы ни происходило в вашей жизни, важно КАЖДЫЙ момент оставшегося до нового года времени прожить КРАСИВО!\n\nПрожить красиво значит в полном принятии себя, в полной любви к себе, в полном доверии себе и высшим силам, в полном сострадании и благодарности близким, да и любым людям.\n\nКаждый из нас сейчас находится в процессе формирования НОВОЙ энергетической подписи/вибрации, которая станет движущей силой событий, намерений и реальности 2018 года.\n\nВаша задача сейчас, как никогда прежде, быть в вертикали, излучать изнутри безусловную любовь и принятие, отбросить сомнения и страхи… Надо собрать себя в кучку, даже если вы в раздрае, и в ПОЛНОЙ силе пройти через портал 12:12.\n\nОбо всем остальном мы подумаем в 2018 году?!\n\nЖдем вас на последней групповой медитации этого года!\n\n========================================­­===\nПОДПИШИТЕСЬ на наш Канал, чтобы не пропустить Новые Видео:\nhttp://kluchi.pro/1Dv9ecA\n=======================================\nКлючи Мастерства\nhttp://kluchimasterstva.ru\nFacebook: https://www.facebook.com/KluchiMasterstva\nВКонтакте:  http://vk.com/kluchimasterstva\n=======================================","RU","2017-12-12 11:24:26","russian"
"NIWpKMHdnLM","2017-12-24","Бродилка с Валентиной Когут","Валентина Когут",22,"People & Blogs",8998,1447,16,0,"https://i.ytimg.com/vi/NIWpKMHdnLM/default.jpg",True,False,False,"Бродилка с Валентиной Когут\n\nЖак Фреско Проект Венера https://www.youtube.com/watch?v=FkVrImbc1lg&t=2s \n\nсайт: www.rangila.ru\nВКонтакте: http://vk.com/id153976899\nОдноклассники: https://ok.ru/profile/86761100204\nФейсбук: https://www.facebook.com/valentina.kogut\nПочта: vakogut@yandex.ru","RU","2017-12-23 19:38:11","russian"
"ZrkZth4T0Po","2017-12-12","Kisabac Lusamutner eter 11.12.17 Krakn Enkats","KisabacLusamutner",29,"Nonprofits & Activism",27876,84,46,0,"https://i.ytimg.com/vi/ZrkZth4T0Po/default.jpg",True,False,False,"ԿՐԱԿՆ ԸՆԿԱԾ - 2017թ.-ի սեպտեմբերի 12-ի առավոտյան կրակը փողոցից անցավ բակի սահմանն ու սողալով մոտեցավ վագոն – տնակին, որևէ բան փրկել արդեն հնարավոր չեղավ: Այսօր  Նատալյա Գրիգորյանը ապրում է հարևանի տանը,չնայած նրան  որ ունի երկու երեխա։ Որտե՞ղ են Նատալյայի երեխաները, ի՞նչ հարաբերություններ ունեն մոր հետ և ի՞նչ սպասումներ ունի անօթևան դարձած 62-ամյա կինը փորձագետները  կպարզեն  այսօր երկրի թիվ մեկ թոք շոուի տաղավարում:\nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈ1ՈՒ\nերկուշաբթի-ուրբաթ ATV-ի եթերում!!","RU","2017-12-11 17:42:39","armenian"
"U0bkQcvhRlk","2017-12-13","Волк в центре Норильска","Северный Город Норильск",25,"News & Politics",5434,52,9,0,"https://i.ytimg.com/vi/U0bkQcvhRlk/default.jpg",True,False,False,"#sgnorilsk Это был волк! Северный город первым оказался на месте, где полицейские застрелили хищника. Наряд вызвала норильчанка, которая увидела, что зверь тащит в подвал пойманную собаку. Биолог-охотовед Олег Крашевский по первым нашим фотографиям предположил, что это был МОЛОДОЙ ВОЛК. Откуда он мог взяться? Возможные версии -  в ближайшем выпуске Северного города.","RU","2017-12-12 14:19:58","russian"
"qymD_cwbupA","2017-12-14","Kisabac Lusamutner eter 13.12.17 Lusavor Mtutyun","KisabacLusamutner",29,"Nonprofits & Activism",32480,311,36,0,"https://i.ytimg.com/vi/qymD_cwbupA/default.jpg",True,False,False,"ԼՈՒՍԱՎՈՐ ՄԹՈՒԹՅՈՒՆ - Յոթ տարի առաջ  երկու երեխաներին թողնելով սկեսուրի ու ամուսնու խնամքին Գայանե Կարապետյանը հեռացավ` առանց հետ նայելու: Իսկ այս տարվա  մարտի 17-ին  Միխայիլ և  Արաքսյա Կարապետյանները կորցրեցին աշխարհում ամենահարազատ մարդուն՝  հորը ։Որտե՞ղ է երեխաների մայրը և ի՞նչ է մտածում նրանց ապագայի մասին՝ այսօր երկրի թիվ մեկ թոք շոուի տաղավարում:\nԿԻՍԱԲԱՑ ԼՈՒՍԱՄՈՒՏՆԵՐ\nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈ1ՈՒ\nերկուշաբթի-ուրբաթ ATV-ի եթերում!!","RU","2017-12-13 17:19:37","armenian"
"jZ0udSKYaUQ","2017-12-28","Seher-seher-28.12.17-anons-ARB TV","ARB TV",24,"Entertainment",44755,158,51,0,"https://i.ytimg.com/vi/jZ0udSKYaUQ/default.jpg",True,False,False,"Abone OL: https://goo.gl/KxZHQb\n\nCopyright  © ARB TV\n\nSayt: https://goo.gl/NfKDu5\nFacebook: https://goo.gl/iEU35q\nInstagram: https://goo.gl/afhVwH\n\nARB TV - Azerbaijan Republic Broadcaster - Azərbaycanın Respublika Yayımçısı.\n\nİki illik fəaliyyətin ardından öz brendini yeniləyən ARB TV, 19 sentyabr 2016-cı il tarixindən etibarən  yeni  ad və yeni efir konsepsiyası ilə yayımdadır. \n\nSosial yönümlü verilişlər, operativ informasiya proqramları, realiti-şoular, müxtəlif mövzulu gündüz  proqramları ARB TV-nin yayım siyasətinin əsasını təşkil edir.\n\nARB TV-ni bütün ölkə ərazisində açıq yayımda izləmək mümkündür. \n\nTelekanal kabel televiziya operatorları vasitəsilə və peyk üzərindən də yayımlanmaqdadır.","RU","2017-12-27 14:01:19","other"
"g-064QpdSmw","2017-12-28","Ахбори Тоҷикистон ва ҷаҳон (27.12.2017)اخبار تاجیکستان .(HD)","Ozodivideo",25,"News & Politics",68311,696,113,0,"https://i.ytimg.com/vi/g-064QpdSmw/default.jpg",True,False,False,"Путин ба Раҳмон барори кор орзу кард\nПисари тоҷик аз Ироқ нома фиристод\nТундбод дар Суғд хонаву мағозаҳоро вайрон кард\nАз Толибон хостанд бо ҳукумат сулҳ кунад\nБа гӯштигири тоҷик ҷоиза доданд","RU","2017-12-27 12:56:21","other"
"H-9MKIpDYq0","2017-12-29","Seni axtariram 27.12.2017 / Tam verilis","Xəzər Media",24,"Entertainment",57139,453,98,0,"https://i.ytimg.com/vi/H-9MKIpDYq0/default.jpg",True,False,False,"Kanalıma Abunə Ol:\nhttps://goo.gl/NhfWlc\n\nAzərbaycan teleməkanında ən reytinqli hesab edilən verilişlər insan taleləri ilə bağlı layihələrdir. Tanınmış teleaparıcı Xoşqədəm Hidayətqızının “Səni Axtarıram” layihəsi də bu qəbilədəndir. Verilişin əsas qayəsi doğmalarını itirən, uzun illərdi bir-birini görməyən həsrətli insanları qovuşdurmaqdır. “Səni Axtarıram”ın dünyanın müxtəlif ölkələrində yaşayan minə yaxın könüllü üzvi var. Eyni zamanda verilişə dəvət olunan ekspert və qonaqları ilə də hər zaman fərqlənən telelayihədə canlı bağlantılar, telekörpülər olur, studiyada insanlara axtardığı şəxslər barədə anındaca məlumatlar verilir. Bir birilərindən ayrı düşmüş insanları birləşdirmək məqsədi daşıyan veriliş “Xəzər TV”də efirə gedir.\n\nSosial Media Hesaplarımız;\n\nYouTube Kanalımız ► https://goo.gl/aZkV2v\nYouTube partnerimiz ► https://goo.gl/s9GUjV\nFacebook ► https://goo.gl/jA24HS\nCizgi Sayfamız ► https://goo.gl/XhFMFn\nXəzər Xəbər ► https://goo.gl/2ChtjL\nXəzər Şou ► https://goo.gl/HzZz6T\nXezer Film ► https://goo.gl/v7cuIF","RU","2017-12-28 09:16:47","other"
"kB7Q81xlrz8","2017-12-29","SMAEL Special Ops INFILTRATOR Military Watch Showcase","A Weekly Deal",26,"Howto & Style",23658,5,0,0,"https://i.ytimg.com/vi/kB7Q81xlrz8/default.jpg",True,False,False,"GET 85% OFF & FREE SHIPPING HERE: https://www.aweeklydeal.com/pages/smael-infiltrator-military-shock-watch-copy\n\nThe reinvented SMAEL Military Shock Watch sets the standard by which all others will be judged.\n\nWhen combat personnel asked, we listened. They requested a rugged and durable, water–resistant hardened military watch and the SMAEL Hardened Shock Watch  fits that description perfectly. This popular watch, designed by SMAEL, can withstand service under the most extreme conditions. Whether you are out for another night on the town or in the middle of battlefield combat, the SMAEL Special Ops INFILTRATOR Watch is all grit!\n\nLet the SMAEL Hardened Shock Watch provide a bold and powerful statement to your lifestyle. \n\nShop with us today and receive a Special Discount!","RU","2017-12-03 19:35:44","other"
"SV6P-gTINng","2017-12-16","Kisabac Lusamutner eter 15.12.17 Derati Kanayq","KisabacLusamutner",29,"Nonprofits & Activism",38343,138,68,0,"https://i.ytimg.com/vi/SV6P-gTINng/default.jpg",True,False,False,"ԴԵՌԱՏԻ ԿԱՆԱՅՔ - 9-ամյա Հռիփսիմեն, 8-ամյա Անահիտը և 6-ամյա Նաիրան մոր Արմենուհի Սրապյանի և մորաքրոջ Քրիստինե Գևորգյանի հետ արդեն մի քանի ամիս է գիշերում են փողոցներում։ Փողոցում հայտնված երեք անչափահաս երեխաների մասին՝ երկրի թիվ մեկ թոք շոուի տաղավարում։\nՀԱՅԿԱԿԱՆ ՀԵՌՈՒՍՏԱԵՍՈՒԹՅԱՆ ԹԻՎ 1 ԹՈՔ ՇՈ1ՈՒ\nերկուշաբթի-ուրբաթ ATV-ի եթերում!!","RU","2017-12-15 17:46:06","armenian"
